RaceYear,RaceName,Driver,strategy_sequence,n_stints,starting_compound,final_compound,first_stint_laps,total_laps_in_stints
2018,Hungarian Grand Prix,GAS,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,31,69
2018,Hungarian Grand Prix,GRO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,28,68
2018,Hungarian Grand Prix,HAM,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,23,68
2018,Hungarian Grand Prix,HAR,ULTRASOFT -> MEDIUM,2,ULTRASOFT,MEDIUM,23,68
2018,Hungarian Grand Prix,HUL,SOFT -> MEDIUM -> ULTRASOFT,3,SOFT,ULTRASOFT,22,68
2018,Hungarian Grand Prix,LEC,SOFT,1,SOFT,SOFT,1,1
2018,Hungarian Grand Prix,MAG,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,30,68
2018,Hungarian Grand Prix,OCO,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,38,68
2018,Hungarian Grand Prix,PER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,21,68
2018,Hungarian Grand Prix,RAI,ULTRASOFT -> SOFT -> SOFT,3,ULTRASOFT,SOFT,13,69
2018,Hungarian Grand Prix,RIC,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,43,69
2018,Hungarian Grand Prix,SAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,24,68
2018,Hungarian Grand Prix,SIR,SOFT -> MEDIUM,2,SOFT,MEDIUM,30,67
2018,Hungarian Grand Prix,STR,MEDIUM -> ULTRASOFT,2,MEDIUM,ULTRASOFT,46,67
2018,Hungarian Grand Prix,VAN,SOFT -> MEDIUM,2,SOFT,MEDIUM,39,49
2018,Hungarian Grand Prix,VER,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,5,5
2018,Hungarian Grand Prix,VET,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,38,69
2018,Japanese Grand Prix,ALO,SOFT -> MEDIUM,2,SOFT,MEDIUM,25,51
2018,Japanese Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,22,52
2018,Japanese Grand Prix,ERI,SOFT -> MEDIUM,2,SOFT,MEDIUM,4,51
2018,Japanese Grand Prix,GAS,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,28,51
2018,Japanese Grand Prix,GRO,SOFT -> MEDIUM,2,SOFT,MEDIUM,28,52
2018,Japanese Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,22,51
2018,Japanese Grand Prix,HAR,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,27,51
2018,Japanese Grand Prix,HUL,MEDIUM -> SOFT,2,MEDIUM,SOFT,29,36
2018,Japanese Grand Prix,LEC,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,3,38
2018,Japanese Grand Prix,MAG,SOFT -> MEDIUM,2,SOFT,MEDIUM,1,7
2018,Japanese Grand Prix,OCO,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,25,52
2018,Japanese Grand Prix,PER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,23,52
2018,Japanese Grand Prix,RAI,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,16,52
2018,Japanese Grand Prix,RIC,SOFT -> MEDIUM,2,SOFT,MEDIUM,22,52
2018,Japanese Grand Prix,SAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,31,51
2018,Japanese Grand Prix,SIR,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,3,51
2018,Japanese Grand Prix,STR,SOFT -> MEDIUM -> SUPERSOFT,3,SOFT,SUPERSOFT,13,51
2018,Japanese Grand Prix,VAN,SOFT -> MEDIUM,2,SOFT,MEDIUM,22,51
2018,Japanese Grand Prix,VER,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,20,52
2018,Japanese Grand Prix,VET,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,25,52
2018,Mexican Grand Prix,ALO,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,4,4
2018,Mexican Grand Prix,BOT,ULTRASOFT -> SUPERSOFT -> ULTRASOFT -> HYPERSOFT,4,ULTRASOFT,HYPERSOFT,11,70
2018,Mexican Grand Prix,ERI,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,16,69
2018,Mexican Grand Prix,GAS,HYPERSOFT -> SUPERSOFT -> SUPERSOFT,3,HYPERSOFT,SUPERSOFT,5,69
2018,Mexican Grand Prix,GRO,SUPERSOFT -> ULTRASOFT -> HYPERSOFT,3,SUPERSOFT,HYPERSOFT,44,68
2018,Mexican Grand Prix,HAM,ULTRASOFT -> SUPERSOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,11,71
2018,Mexican Grand Prix,HAR,SUPERSOFT -> ULTRASOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,1,69
2018,Mexican Grand Prix,HUL,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,12,69
2018,Mexican Grand Prix,LEC,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,13,69
2018,Mexican Grand Prix,MAG,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,43,69
2018,Mexican Grand Prix,OCO,SUPERSOFT -> SUPERSOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,1,69
2018,Mexican Grand Prix,PER,SUPERSOFT -> ULTRASOFT,2,SUPERSOFT,ULTRASOFT,30,38
2018,Mexican Grand Prix,RAI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,17,71
2018,Mexican Grand Prix,RIC,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,12,62
2018,Mexican Grand Prix,SAI,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,11,29
2018,Mexican Grand Prix,SIR,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,11,69
2018,Mexican Grand Prix,STR,ULTRASOFT -> ULTRASOFT -> SUPERSOFT,3,ULTRASOFT,SUPERSOFT,10,69
2018,Mexican Grand Prix,VAN,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,12,69
2018,Mexican Grand Prix,VER,ULTRASOFT -> SUPERSOFT -> SUPERSOFT,3,ULTRASOFT,SUPERSOFT,13,71
2018,Mexican Grand Prix,VET,ULTRASOFT -> SUPERSOFT -> ULTRASOFT,3,ULTRASOFT,ULTRASOFT,17,71
2018,Monaco Grand Prix,ALO,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,18,52
2018,Monaco Grand Prix,BOT,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,16,77
2018,Monaco Grand Prix,ERI,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,16,77
2018,Monaco Grand Prix,GAS,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,36,77
2018,Monaco Grand Prix,GRO,ULTRASOFT -> SUPERSOFT -> HYPERSOFT,3,ULTRASOFT,HYPERSOFT,14,76
2018,Monaco Grand Prix,HAM,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,11,77
2018,Monaco Grand Prix,HAR,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,12,70
2018,Monaco Grand Prix,HUL,ULTRASOFT -> HYPERSOFT,2,ULTRASOFT,HYPERSOFT,49,77
2018,Monaco Grand Prix,LEC,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,13,70
2018,Monaco Grand Prix,MAG,ULTRASOFT -> SUPERSOFT,2,ULTRASOFT,SUPERSOFT,16,77
2018,Monaco Grand Prix,OCO,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,22,77
2018,Monaco Grand Prix,PER,HYPERSOFT -> SUPERSOFT,2,HYPERSOFT,SUPERSOFT,20,77
2018,Monaco Grand Prix,RAI,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,16,77
2018,Monaco Grand Prix,RIC,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,15,76
2018,Monaco Grand Prix,SAI,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,15,77
2018,Monaco Grand Prix,SIR,HYPERSOFT -> HYPERSOFT -> ULTRASOFT -> SUPERSOFT,4,HYPERSOFT,SUPERSOFT,6,76
2018,Monaco Grand Prix,STR,ULTRASOFT -> SUPERSOFT -> HYPERSOFT -> HYPERSOFT,4,ULTRASOFT,HYPERSOFT,8,75
2018,Monaco Grand Prix,VAN,ULTRASOFT -> SUPERSOFT -> HYPERSOFT,3,ULTRASOFT,HYPERSOFT,19,76
2018,Monaco Grand Prix,VER,ULTRASOFT -> HYPERSOFT,2,ULTRASOFT,HYPERSOFT,46,77
2018,Monaco Grand Prix,VET,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,15,77
2018,Russian Grand Prix,ALO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,4,51
2018,Russian Grand Prix,BOT,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,10,51
2018,Russian Grand Prix,ERI,HYPERSOFT -> SOFT -> ULTRASOFT,3,HYPERSOFT,ULTRASOFT,10,51
2018,Russian Grand Prix,GAS,SOFT,1,SOFT,SOFT,3,3
2018,Russian Grand Prix,GRO,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,7,51
2018,Russian Grand Prix,HAM,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,13,52
2018,Russian Grand Prix,HAR,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,2,3
2018,Russian Grand Prix,HUL,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,34,51
2018,Russian Grand Prix,LEC,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,9,52
2018,Russian Grand Prix,MAG,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,8,51
2018,Russian Grand Prix,OCO,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,9,51
2018,Russian Grand Prix,PER,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,11,51
2018,Russian Grand Prix,RAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,17,52
2018,Russian Grand Prix,RIC,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,38,52
2018,Russian Grand Prix,SAI,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,31,50
2018,Russian Grand Prix,SIR,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,9,50
2018,Russian Grand Prix,STR,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,6,51
2018,Russian Grand Prix,VAN,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,10,50
2018,Russian Grand Prix,VER,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,42,52
2018,Russian Grand Prix,VET,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,12,52
2018,Singapore Grand Prix,ALO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,37,60
2018,Singapore Grand Prix,BOT,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,15,60
2018,Singapore Grand Prix,ERI,ULTRASOFT -> HYPERSOFT,2,ULTRASOFT,HYPERSOFT,55,59
2018,Singapore Grand Prix,GAS,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,25,59
2018,Singapore Grand Prix,GRO,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,15,59
2018,Singapore Grand Prix,HAM,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,13,59
2018,Singapore Grand Prix,HAR,HYPERSOFT -> ULTRASOFT -> HYPERSOFT,3,HYPERSOFT,HYPERSOFT,13,59
2018,Singapore Grand Prix,HUL,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,14,59
2018,Singapore Grand Prix,LEC,ULTRASOFT -> HYPERSOFT,2,ULTRASOFT,HYPERSOFT,37,59
2018,Singapore Grand Prix,MAG,ULTRASOFT -> SOFT -> HYPERSOFT,3,ULTRASOFT,HYPERSOFT,25,58
2018,Singapore Grand Prix,OCO,HYPERSOFT,1,HYPERSOFT,HYPERSOFT,1,1
2018,Singapore Grand Prix,PER,HYPERSOFT -> ULTRASOFT -> SOFT -> SOFT,4,HYPERSOFT,SOFT,16,59
2018,Singapore Grand Prix,RAI,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,21,60
2018,Singapore Grand Prix,RIC,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,26,60
2018,Singapore Grand Prix,SAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,36,59
2018,Singapore Grand Prix,SIR,ULTRASOFT -> SOFT -> HYPERSOFT,3,ULTRASOFT,HYPERSOFT,2,58
2018,Singapore Grand Prix,STR,SOFT -> ULTRASOFT,2,SOFT,ULTRASOFT,39,59
2018,Singapore Grand Prix,VAN,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,57,59
2018,Singapore Grand Prix,VER,HYPERSOFT -> SOFT,2,HYPERSOFT,SOFT,16,60
2018,Singapore Grand Prix,VET,HYPERSOFT -> ULTRASOFT,2,HYPERSOFT,ULTRASOFT,13,60
2018,Spanish Grand Prix,ALO,SUPERSOFT -> MEDIUM,2,SUPERSOFT,MEDIUM,20,64
2018,Spanish Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,18,65
2018,Spanish Grand Prix,ERI,MEDIUM -> SOFT,2,MEDIUM,SOFT,34,63
2018,Spanish Grand Prix,GAS,SOFT,1,SOFT,SOFT,1,1
2018,Spanish Grand Prix,GRO,SOFT,1,SOFT,SOFT,1,1
2018,Spanish Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,23,64
2018,Spanish Grand Prix,HAR,MEDIUM -> MEDIUM,2,MEDIUM,MEDIUM,32,63
2018,Spanish Grand Prix,HUL,SOFT,1,SOFT,SOFT,1,1
2018,Spanish Grand Prix,LEC,SOFT -> MEDIUM,2,SOFT,MEDIUM,19,63
2018,Spanish Grand Prix,MAG,SOFT -> MEDIUM,2,SOFT,MEDIUM,31,64
2018,Spanish Grand Prix,OCO,SOFT -> MEDIUM,2,SOFT,MEDIUM,28,38
2018,Spanish Grand Prix,PER,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,25,63
2018,Spanish Grand Prix,RAI,SOFT,1,SOFT,SOFT,24,24
2018,Spanish Grand Prix,RIC,SOFT -> MEDIUM,2,SOFT,MEDIUM,32,65
2018,Spanish Grand Prix,SAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,24,64
2018,Spanish Grand Prix,SIR,MEDIUM -> MEDIUM -> SUPERSOFT,3,MEDIUM,SUPERSOFT,23,62
2018,Spanish Grand Prix,STR,SOFT -> MEDIUM,2,SOFT,MEDIUM,19,63
2018,Spanish Grand Prix,VAN,SOFT -> MEDIUM,2,SOFT,MEDIUM,33,45
2018,Spanish Grand Prix,VER,SOFT -> MEDIUM,2,SOFT,MEDIUM,33,65
2018,Spanish Grand Prix,VET,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,16,65
2018,United States Grand Prix,ALO,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,1,1
2018,United States Grand Prix,BOT,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,23,56
2018,United States Grand Prix,ERI,SOFT -> SUPERSOFT,2,SOFT,SUPERSOFT,30,55
2018,United States Grand Prix,GAS,SUPERSOFT -> SOFT -> ULTRASOFT,3,SUPERSOFT,ULTRASOFT,10,55
2018,United States Grand Prix,GRO,ULTRASOFT,1,ULTRASOFT,ULTRASOFT,2,2
2018,United States Grand Prix,HAM,SUPERSOFT -> SOFT -> SOFT,3,SUPERSOFT,SOFT,11,56
2018,United States Grand Prix,HAR,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,27,55
2018,United States Grand Prix,HUL,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,23,56
2018,United States Grand Prix,LEC,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,2,31
2018,United States Grand Prix,MAG,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,30,56
2018,United States Grand Prix,OCO,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,22,56
2018,United States Grand Prix,PER,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,25,56
2018,United States Grand Prix,RAI,ULTRASOFT -> SOFT,2,ULTRASOFT,SOFT,21,56
2018,United States Grand Prix,RIC,SUPERSOFT,1,SUPERSOFT,SUPERSOFT,9,9
2018,United States Grand Prix,SAI,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,24,56
2018,United States Grand Prix,SIR,SUPERSOFT -> SOFT -> SUPERSOFT,3,SUPERSOFT,SUPERSOFT,10,55
2018,United States Grand Prix,STR,SUPERSOFT -> SOFT -> UNKNOWN -> ULTRASOFT,4,SUPERSOFT,ULTRASOFT,2,54
2018,United States Grand Prix,VAN,SUPERSOFT -> SOFT -> SOFT,3,SUPERSOFT,SOFT,10,55
2018,United States Grand Prix,VER,SOFT -> SUPERSOFT,2,SOFT,SUPERSOFT,22,56
2018,United States Grand Prix,VET,SUPERSOFT -> SOFT,2,SUPERSOFT,SOFT,26,56
2019,Abu Dhabi Grand Prix,ALB,MEDIUM -> HARD,2,MEDIUM,HARD,13,55
2019,Abu Dhabi Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,29,55
2019,Abu Dhabi Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,1,53
2019,Abu Dhabi Grand Prix,GIO,SOFT -> HARD -> MEDIUM,3,SOFT,MEDIUM,8,54
2019,Abu Dhabi Grand Prix,GRO,MEDIUM -> HARD,2,MEDIUM,HARD,18,54
2019,Abu Dhabi Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,26,55
2019,Abu Dhabi Grand Prix,HUL,SOFT -> MEDIUM,2,SOFT,MEDIUM,18,54
2019,Abu Dhabi Grand Prix,KUB,HARD -> MEDIUM,2,HARD,MEDIUM,24,53
2019,Abu Dhabi Grand Prix,KVY,HARD -> MEDIUM,2,HARD,MEDIUM,40,54
2019,Abu Dhabi Grand Prix,LEC,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,12,55
2019,Abu Dhabi Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,20,54
2019,Abu Dhabi Grand Prix,NOR,SOFT -> HARD,2,SOFT,HARD,8,54
2019,Abu Dhabi Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,37,54
2019,Abu Dhabi Grand Prix,RAI,MEDIUM -> HARD,2,MEDIUM,HARD,22,54
2019,Abu Dhabi Grand Prix,RIC,SOFT -> HARD -> SOFT,3,SOFT,SOFT,11,54
2019,Abu Dhabi Grand Prix,RUS,HARD -> MEDIUM,2,HARD,MEDIUM,32,54
2019,Abu Dhabi Grand Prix,SAI,SOFT -> HARD -> MEDIUM,3,SOFT,MEDIUM,12,54
2019,Abu Dhabi Grand Prix,STR,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,5,45
2019,Abu Dhabi Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,25,55
2019,Abu Dhabi Grand Prix,VET,SOFT -> HARD -> MEDIUM,3,SOFT,MEDIUM,12,55
2019,Australian Grand Prix,ALB,SOFT -> MEDIUM,2,SOFT,MEDIUM,14,57
2019,Australian Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,23,58
2019,Australian Grand Prix,GAS,MEDIUM -> SOFT,2,MEDIUM,SOFT,37,57
2019,Australian Grand Prix,GIO,MEDIUM -> SOFT,2,MEDIUM,SOFT,27,57
2019,Australian Grand Prix,GRO,SOFT -> MEDIUM,2,SOFT,MEDIUM,15,30
2019,Australian Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,15,58
2019,Australian Grand Prix,HUL,SOFT -> HARD,2,SOFT,HARD,13,57
2019,Australian Grand Prix,KUB,HARD -> MEDIUM -> SOFT -> SOFT,4,HARD,SOFT,1,55
2019,Australian Grand Prix,KVY,MEDIUM -> HARD,2,MEDIUM,HARD,26,57
2019,Australian Grand Prix,LEC,SOFT -> HARD,2,SOFT,HARD,28,58
2019,Australian Grand Prix,MAG,SOFT -> MEDIUM,2,SOFT,MEDIUM,14,58
2019,Australian Grand Prix,NOR,SOFT -> HARD,2,SOFT,HARD,15,57
2019,Australian Grand Prix,PER,SOFT -> HARD,2,SOFT,HARD,13,57
2019,Australian Grand Prix,RAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,12,57
2019,Australian Grand Prix,RIC,SOFT -> HARD,2,SOFT,HARD,1,29
2019,Australian Grand Prix,RUS,MEDIUM -> SOFT -> HARD,3,MEDIUM,HARD,26,56
2019,Australian Grand Prix,SAI,SOFT,1,SOFT,SOFT,10,10
2019,Australian Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,27,57
2019,Australian Grand Prix,VER,SOFT -> MEDIUM,2,SOFT,MEDIUM,25,58
2019,Australian Grand Prix,VET,SOFT -> MEDIUM,2,SOFT,MEDIUM,14,58
2019,Austrian Grand Prix,ALB,MEDIUM -> HARD,2,MEDIUM,HARD,35,70
2019,Austrian Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,21,71
2019,Austrian Grand Prix,GAS,SOFT -> HARD,2,SOFT,HARD,25,70
2019,Austrian Grand Prix,GIO,SOFT -> HARD,2,SOFT,HARD,24,70
2019,Austrian Grand Prix,GRO,MEDIUM -> HARD,2,MEDIUM,HARD,34,70
2019,Austrian Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,30,71
2019,Austrian Grand Prix,HUL,MEDIUM -> HARD,2,MEDIUM,HARD,26,70
2019,Austrian Grand Prix,KUB,MEDIUM -> HARD,2,MEDIUM,HARD,19,68
2019,Austrian Grand Prix,KVY,MEDIUM -> HARD,2,MEDIUM,HARD,32,70
2019,Austrian Grand Prix,LEC,SOFT -> HARD,2,SOFT,HARD,22,71
2019,Austrian Grand Prix,MAG,SOFT -> HARD -> HARD -> SOFT,4,SOFT,SOFT,11,69
2019,Austrian Grand Prix,NOR,SOFT -> MEDIUM,2,SOFT,MEDIUM,25,70
2019,Austrian Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,28,70
2019,Austrian Grand Prix,RAI,SOFT -> HARD,2,SOFT,HARD,23,70
2019,Austrian Grand Prix,RIC,MEDIUM -> SOFT,2,MEDIUM,SOFT,46,70
2019,Austrian Grand Prix,RUS,MEDIUM -> HARD,2,MEDIUM,HARD,27,69
2019,Austrian Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,41,70
2019,Austrian Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,25,70
2019,Austrian Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,31,71
2019,Austrian Grand Prix,VET,SOFT -> HARD -> SOFT,3,SOFT,SOFT,21,71
2019,Azerbaijan Grand Prix,ALB,SOFT -> MEDIUM,2,SOFT,MEDIUM,12,50
2019,Azerbaijan Grand Prix,BOT,SOFT -> MEDIUM,2,SOFT,MEDIUM,12,51
2019,Azerbaijan Grand Prix,GAS,MEDIUM,1,MEDIUM,MEDIUM,39,39
2019,Azerbaijan Grand Prix,GIO,SOFT -> MEDIUM,2,SOFT,MEDIUM,7,50
2019,Azerbaijan Grand Prix,GRO,MEDIUM -> SOFT,2,MEDIUM,SOFT,34,38
2019,Azerbaijan Grand Prix,HAM,SOFT -> MEDIUM,2,SOFT,MEDIUM,13,51
2019,Azerbaijan Grand Prix,HUL,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,8,50
2019,Azerbaijan Grand Prix,KUB,MEDIUM -> MEDIUM -> MEDIUM -> SOFT,4,MEDIUM,SOFT,14,49
2019,Azerbaijan Grand Prix,KVY,SOFT -> MEDIUM,2,SOFT,MEDIUM,5,33
2019,Azerbaijan Grand Prix,LEC,MEDIUM -> SOFT -> SOFT,3,MEDIUM,SOFT,34,51
2019,Azerbaijan Grand Prix,MAG,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,7,50
2019,Azerbaijan Grand Prix,NOR,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,9,51
2019,Azerbaijan Grand Prix,PER,SOFT -> MEDIUM,2,SOFT,MEDIUM,10,51
2019,Azerbaijan Grand Prix,RAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,6,50
2019,Azerbaijan Grand Prix,RIC,SOFT -> MEDIUM,2,SOFT,MEDIUM,10,31
2019,Azerbaijan Grand Prix,RUS,MEDIUM -> MEDIUM -> SOFT,3,MEDIUM,SOFT,25,49
2019,Azerbaijan Grand Prix,SAI,SOFT -> MEDIUM,2,SOFT,MEDIUM,12,51
2019,Azerbaijan Grand Prix,STR,SOFT -> MEDIUM,2,SOFT,MEDIUM,10,51
2019,Azerbaijan Grand Prix,VER,SOFT -> MEDIUM,2,SOFT,MEDIUM,14,51
2019,Azerbaijan Grand Prix,VET,SOFT -> MEDIUM,2,SOFT,MEDIUM,11,51
2019,Bahrain Grand Prix,ALB,SOFT -> SOFT -> MEDIUM,3,SOFT,MEDIUM,9,57
2019,Bahrain Grand Prix,BOT,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,57
2019,Bahrain Grand Prix,GAS,SOFT -> SOFT -> MEDIUM,3,SOFT,MEDIUM,9,57
2019,Bahrain Grand Prix,GIO,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,16,57
2019,Bahrain Grand Prix,GRO,SOFT -> MEDIUM,2,SOFT,MEDIUM,1,16
2019,Bahrain Grand Prix,HAM,SOFT -> SOFT -> MEDIUM,3,SOFT,MEDIUM,13,57
2019,Bahrain Grand Prix,HUL,SOFT -> SOFT -> MEDIUM,3,SOFT,MEDIUM,12,54
2019,Bahrain Grand Prix,KUB,MEDIUM -> SOFT -> MEDIUM,3,MEDIUM,MEDIUM,11,55
2019,Bahrain Grand Prix,KVY,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,12,56
2019,Bahrain Grand Prix,LEC,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,13,57
2019,Bahrain Grand Prix,MAG,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,10,56
2019,Bahrain Grand Prix,NOR,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,10,57
2019,Bahrain Grand Prix,PER,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,8,57
2019,Bahrain Grand Prix,RAI,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,9,57
2019,Bahrain Grand Prix,RIC,SOFT -> MEDIUM,2,SOFT,MEDIUM,24,54
2019,Bahrain Grand Prix,RUS,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,12,56
2019,Bahrain Grand Prix,SAI,SOFT -> MEDIUM -> HARD -> SOFT,4,SOFT,SOFT,4,53
2019,Bahrain Grand Prix,STR,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,1,56
2019,Bahrain Grand Prix,VER,SOFT -> MEDIUM -> MEDIUM,3,SOFT,MEDIUM,11,57
2019,Bahrain Grand Prix,VET,SOFT -> MEDIUM -> MEDIUM -> SOFT,4,SOFT,SOFT,14,57
2019,Belgian Grand Prix,ALB,MEDIUM -> SOFT,2,MEDIUM,SOFT,23,44
